scenario_id,edge_id,road_name,road_type,time_band,congestion_level_1_5,source_rows,derivation,source_id,data_status
HISTORICAL_OFFPEAK,UTR_EDGE_10322,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10322,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10323,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10323,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10324,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10324,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10325,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10325,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10326,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10326,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10327,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10327,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10328,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10328,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10329,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10329,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10330,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10330,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10331,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10331,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10332,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10332,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10333,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10333,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10334,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10334,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10335,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10335,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10336,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10336,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10337,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10337,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10338,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10338,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10339,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10339,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10340,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10340,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10341,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10341,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10342,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10342,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10343,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10343,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10344,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10344,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10345,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10345,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10346,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10346,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10347,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10347,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10348,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10348,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10349,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10349,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10350,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10350,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10351,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10351,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10352,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10352,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10353,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10353,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10354,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10354,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10355,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10355,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_10356,Võ Văn Ngân,tertiary,09:00-16:00,5,51,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_10356,Võ Văn Ngân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11268,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11268,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11269,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11269,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11270,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11270,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11271,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11271,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11272,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11272,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11273,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11273,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11274,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11274,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11275,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11275,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11276,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11276,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11277,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11277,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11278,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11278,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_11279,Dương Văn Cam,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_11279,Dương Văn Cam,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16657,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16657,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16658,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16658,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16659,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16659,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16660,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16660,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16661,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16661,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16662,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16662,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16663,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
